,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51
285,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,1,3,1,2,4,1,1,0,2,0,1,1,0,0,0,1,1,0,0,0,0,1,2,2,1,1,1,0,0,1,1,2,1,0,1,1,2,0,2,1,1,2,1,1,2,2,2,2,1,0,0,1,2,1,2,0,0,2,2
286,0,0,0,2,3,2,6,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,2,1,0,1,3,7,0,1,2,0,1,0,2,1,1,1,2,0,1,2,1,0,1,2,0,2,1,1,0,0,0,1,1,0,1,0,2,2,0,0,0,1,2,0,1,2,2,1,1,1,2,2,1,0,1,1,1,0,2
287,0,1,2,0,0,3,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,4,0,5,6,0,2,0,1,1,2,2,0,2,1,1,2,2,1,1,1,1,1,1,1,0,2,0,0,1,1,2,2,1,2,1,2,2,2,2,1,1,0,2,2,0,1,1,1,1,0,2,2,2,2,1,1,0
288,0,0,2,0,3,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,2,2,3,0,0,0,2,0,1,1,1,2,2,2,0,0,1,2,1,0,2,2,0,0,0,1,2,1,0,1,1,1,0,1,1,0,1,1,1,2,2,1,0,2,2,1,2,1,1,1,1,0,2,1,1,2,1,1
289,0,0,0,2,3,2,6,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,2,1,0,1,3,7,0,1,1,1,1,1,2,1,0,1,2,2,0,0,2,2,0,0,0,0,2,2,0,2,2,1,2,0,1,0,1,2,1,2,0,0,1,1,0,0,0,0,2,1,2,2,2,2,0,1,1,2,2
290,0,0,0,2,3,2,6,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,2,1,0,1,3,7,0,1,1,1,2,2,2,1,1,2,0,0,1,0,2,1,1,0,0,0,2,2,1,2,0,1,0,2,2,0,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,0,2,0,0,0,2,0,2
291,0,0,2,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,2,4,0,5,0,0,2,1,0,0,1,0,0,2,1,2,2,0,2,2,0,0,1,0,0,2,0,0,1,1,2,2,1,2,1,1,1,2,0,1,1,1,2,1,1,1,2,0,0,2,2,2,1,0,0,2,0,1
292,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,0,0,2,2,0,1,1,0,2,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,2,1,2,0,1,2,2,2,0,0,0,1,2,1,1,2,0,0,2,0,0,2,1,2,0,0,2
293,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,0,1,3,1,2,4,1,1,0,2,0,0,0,0,2,2,1,0,1,2,0,2,2,2,2,1,0,0,2,1,2,0,1,0,1,0,2,1,2,1,1,2,2,0,0,0,2,2,0,0,1,2,0,0,1,2,0,1,2,2
294,0,0,2,0,0,3,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,4,0,5,6,0,2,0,1,2,1,1,1,1,1,1,2,0,1,0,0,1,1,2,0,2,1,0,0,2,2,1,0,2,2,1,1,1,1,2,2,1,2,1,2,0,0,0,2,1,0,0,2,0,0,1,1,2
295,0,0,2,0,3,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,2,2,3,0,0,0,2,1,1,0,0,0,1,2,2,2,1,1,2,2,0,1,0,2,0,0,2,2,2,2,1,0,0,2,0,0,0,1,0,2,2,2,0,0,1,2,0,0,2,2,2,1,1,0,0,2,0,0
296,0,0,2,0,3,2,6,6,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,2,0,0,1,3,7,0,1,0,1,2,2,1,0,0,1,1,0,1,0,0,0,0,2,0,2,1,2,2,0,1,0,0,0,2,2,2,1,2,1,2,2,2,0,1,1,2,1,1,0,1,1,1,0,2,1,1,0,1
297,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,2,0,2,0,2,1,2,2,0,1,2,1,0,0,2,2,2,0,0,0,0,2,0,0,1,2,2,0,0,0,2,1,0,2,0,0,0,1,1,2,0,0,0,2,1,1,1,2,1,2,1
298,0,0,2,0,3,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,2,2,3,0,0,0,2,1,0,1,2,2,1,0,1,0,0,1,1,1,0,1,1,0,0,1,2,1,0,1,1,2,2,2,0,1,0,1,2,2,1,1,2,2,1,0,1,0,0,2,2,2,0,1,2,2,0,0
299,0,0,2,0,3,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,2,2,3,0,0,0,2,1,2,0,2,2,0,0,1,2,0,2,1,0,1,1,1,1,1,2,2,2,2,0,2,2,1,1,0,1,2,2,1,2,2,2,1,1,0,0,1,1,0,0,0,1,0,1,1,0,2,1
300,0,0,0,2,2,1,5,5,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,2,3,0,4,0,2,1,0,0,0,2,1,2,1,1,0,2,0,2,2,1,0,1,2,2,0,0,1,2,1,2,1,2,0,1,1,0,1,2,2,2,0,2,2,1,1,0,1,2,1,1,1,0,1,0,0,2
301,0,0,0,2,2,1,5,7,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,1,0,4,1,2,0,1,2,2,1,0,0,1,1,1,0,1,1,2,2,1,0,2,0,1,2,2,0,2,0,2,1,2,2,2,0,0,2,0,2,2,1,1,1,2,2,0,0,1,1,0,1,0,2,0,2,2,1
302,0,0,2,0,3,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,2,4,0,5,0,0,2,2,2,2,1,2,2,2,1,1,0,0,0,0,1,0,0,2,2,2,2,1,2,0,2,1,2,1,1,1,2,1,1,0,0,2,0,0,1,1,2,2,2,0,2,1,2,2,2,1,1,1
303,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,0,0,1,0,2,1,1,1,0,0,0,2,1,0,0,2,0,1,2,2,2,1,1,2,1,2,2,1,2,0,1,0,1,2,1,1,2,0,0,2,2,2,2,2,2,2,2,1,1,2,1
304,0,0,2,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,2,4,0,5,0,0,2,0,2,0,2,1,2,1,0,1,2,1,2,2,1,1,0,1,0,1,0,0,1,1,2,2,1,0,0,2,0,1,2,0,0,1,1,0,2,0,1,2,2,2,0,0,0,1,1,1,1,2
305,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,2,1,0,1,2,1,0,2,2,0,2,0,0,0,1,1,0,2,0,1,1,2,0,0,1,0,1,1,1,0,0,1,1,2,0,1,1,0,1,1,1,1,1,2,2,0,0,1,2,0,1
306,0,0,2,0,3,2,6,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,2,0,0,1,3,7,0,1,2,2,1,2,2,2,1,1,2,2,1,2,2,0,1,0,2,2,2,1,1,0,2,1,2,1,0,1,2,0,2,0,0,1,0,2,0,2,0,1,1,0,0,0,0,0,0,0,1,1,1
307,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,0,2,0,1,1,0,1,0,0,1,0,1,2,0,1,0,2,1,0,2,0,2,1,0,1,0,1,0,2,0,2,0,1,0,1,1,1,0,0,1,1,2,1,2,1,0,0,2,0,0,1
308,0,1,1,3,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,3,3,5,6,5,1,0,0,0,0,1,2,1,0,2,2,1,1,1,2,1,0,2,2,0,1,2,2,0,1,2,1,1,2,0,0,1,1,0,2,2,2,1,2,2,0,1,2,0,0,2,1,1,2,2,1,1,0
309,0,0,2,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,2,4,0,5,0,0,2,1,2,1,1,2,0,0,2,1,2,0,2,2,1,1,2,0,1,0,0,0,2,2,0,0,2,1,0,1,2,2,0,2,2,1,1,1,0,0,2,2,1,0,0,1,2,1,0,1,1,1
310,0,0,0,2,2,1,5,7,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,1,0,4,1,2,0,-1,0,0,2,2,0,0,1,1,2,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,2,0,1,1,0,0,2,1,2,1,1,0,0,0,0,2,2,2,0,2,0,0,0,1,2,1,1
311,0,0,0,2,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,1,0,1,3,7,0,1,1,2,0,2,0,0,0,1,2,1,2,0,1,0,1,1,1,1,2,1,2,0,1,2,2,2,1,2,2,0,1,1,0,1,0,2,1,0,0,2,1,2,0,2,0,2,1,0,1,2,2
312,0,1,1,1,0,3,3,4,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,1,0,0,4,0,5,6,1,2,2,0,1,0,2,1,1,1,1,2,2,1,2,0,1,1,2,2,2,2,2,0,0,2,0,0,2,1,2,1,2,0,1,1,1,2,1,0,2,2,0,1,0,2,0,2,0,0,2,0,1
313,0,0,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,1,0,4,1,2,0,1,1,2,2,2,0,1,1,1,2,0,0,2,0,1,1,0,1,2,1,2,2,0,0,2,1,0,2,0,1,2,1,0,0,2,1,1,2,2,0,1,1,1,2,1,0,1,1,2,1,2,0
314,0,0,2,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,2,4,0,5,0,0,2,2,2,0,0,1,1,2,0,0,2,1,2,0,1,1,2,2,1,2,2,1,1,0,0,0,0,0,1,2,0,0,1,0,2,1,2,2,1,2,0,1,1,0,2,1,0,2,2,1,0,1
315,0,0,0,2,2,1,5,5,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,0,2,2,3,0,4,0,2,2,0,1,2,2,1,2,0,1,1,2,2,2,0,0,2,1,1,2,0,1,2,1,0,0,1,2,2,1,2,1,0,0,0,0,2,2,0,1,0,1,2,2,1,1,1,2,0,0,2,2
316,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,0,0,2,0,1,2,1,1,0,0,2,0,0,2,0,1,2,0,1,1,1,1,0,0,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,0,2,0,1,1,2,0,0,2,1,1
317,0,0,2,0,0,3,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,4,0,5,0,0,2,1,0,2,1,1,0,0,0,2,1,2,0,1,2,0,1,2,2,0,2,2,2,1,0,0,2,0,0,1,2,2,0,0,0,0,2,1,1,0,1,0,1,0,1,0,0,1,2,2,1,0
318,0,1,1,3,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,3,3,5,4,1,1,0,0,2,1,2,1,0,0,1,1,0,2,1,0,1,1,2,2,2,0,0,1,1,1,2,0,0,1,0,0,1,1,0,1,1,2,1,1,0,1,0,1,2,1,0,1,0,1,0,1,0,0
319,0,0,2,0,3,2,6,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,2,0,0,1,3,7,0,1,1,1,1,0,1,2,1,2,1,2,1,2,0,2,0,2,1,1,1,2,2,2,1,0,2,2,2,2,0,1,1,2,0,2,0,2,1,0,0,1,0,0,1,0,2,2,1,0,1,2,0
320,0,0,0,2,2,1,5,5,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,0,2,2,3,0,4,0,2,0,1,2,0,2,0,1,1,2,1,0,1,1,1,0,1,2,1,2,1,0,0,2,1,0,2,1,0,1,0,2,0,2,0,0,0,0,2,2,2,1,2,1,0,0,0,1,2,2,1,1
321,0,1,1,3,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,3,3,5,4,1,1,0,1,2,1,0,1,2,0,2,0,0,1,0,0,1,1,1,0,0,0,0,2,1,0,2,1,1,0,1,1,0,1,2,2,0,1,0,2,2,0,1,2,2,2,1,1,1,1,1,1,1,0
322,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,0,0,0,1,0,2,0,1,2,0,2,2,0,2,1,0,2,1,1,2,0,2,0,0,2,2,0,0,1,2,1,2,2,1,2,0,0,0,2,1,2,1,0,0,2,2,1,1,1,2,0
323,0,1,2,0,0,3,3,4,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,4,0,5,6,1,2,2,0,1,0,1,2,2,2,0,0,1,2,1,0,0,2,1,2,1,1,2,2,1,0,1,0,0,2,0,2,2,1,2,0,1,1,2,1,2,2,1,1,2,2,0,2,1,2,2,1,1
324,0,0,0,2,2,1,5,7,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,2,1,0,4,1,2,0,1,0,1,1,2,2,2,1,2,2,0,1,1,2,0,1,0,0,1,1,0,1,2,0,2,2,0,0,2,2,1,2,2,0,0,1,2,2,0,1,2,2,0,2,0,0,1,0,1,2,0,0
325,0,0,2,0,0,3,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,4,0,5,6,0,2,0,0,0,1,2,2,1,2,0,0,0,2,2,1,0,1,1,0,2,2,0,2,1,0,0,0,1,0,2,0,1,2,1,1,0,1,2,1,2,1,0,2,0,2,0,0,0,0,2,1,0
326,0,0,0,2,3,2,2,2,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,1,2,1,0,1,3,7,0,1,0,1,2,2,1,2,0,1,2,0,0,0,2,2,1,1,1,1,0,1,0,2,2,0,1,2,1,2,1,0,1,0,1,0,1,1,1,2,1,1,2,0,0,2,2,0,1,1,1,2,1
327,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,1,2,1,2,2,2,1,0,2,1,2,1,0,1,2,1,0,0,1,0,1,2,2,1,0,2,0,0,2,2,0,1,0,2,1,2,1,0,2,0,2,1,1,2,0,1,1,2,2,1,0
328,0,1,2,1,0,3,3,4,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,1,0,0,4,0,5,6,1,2,2,2,1,1,1,2,1,1,1,1,2,0,0,2,2,0,2,2,2,2,1,0,0,0,0,1,2,2,1,1,0,0,1,2,1,1,1,1,0,0,1,2,2,1,2,0,1,0,2,2,1
329,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,0,2,0,0,1,0,0,1,0,2,2,2,1,2,2,2,1,1,0,1,2,1,1,0,1,0,2,0,0,2,2,1,0,2,2,0,1,0,1,2,0,1,2,1,1,0,2,0,2,0,2
330,0,0,2,0,3,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,2,2,3,0,0,0,2,2,2,2,1,2,0,2,0,0,1,1,1,2,0,0,2,0,2,1,2,2,0,2,0,1,2,0,1,0,1,1,0,0,0,0,1,0,1,2,2,1,2,2,2,1,1,2,1,1,2,2
331,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,1,0,2,1,1,1,0,2,2,2,0,0,2,1,1,0,2,1,2,1,1,0,2,0,2,0,2,2,0,0,2,1,0,0,1,0,2,2,2,0,1,2,2,0,1,1,0,0,0,0,1
332,0,0,2,0,3,2,6,6,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,2,0,0,1,3,7,0,1,0,0,0,1,2,1,1,0,0,0,1,1,1,1,1,2,0,0,2,2,1,0,1,0,2,1,0,2,2,1,0,0,0,1,2,2,2,0,1,2,2,0,1,2,1,1,0,1,1,1,0
333,0,1,1,3,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,3,3,5,4,1,1,0,0,2,1,0,1,0,1,2,2,1,2,1,0,0,1,1,1,0,1,2,2,1,0,0,0,2,0,2,0,2,0,2,2,0,0,1,1,1,0,2,2,0,0,1,0,1,0,1,0,0,1
334,0,1,1,3,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,3,3,5,4,1,1,0,0,2,0,2,0,1,0,2,1,1,1,2,1,0,1,1,2,2,0,1,1,0,2,1,0,2,2,2,1,0,1,0,2,2,2,0,1,0,2,1,1,1,2,0,2,1,2,0,1,1,0
335,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,1,0,2,1,0,1,2,2,0,1,0,0,2,2,1,1,0,1,2,2,2,2,2,0,1,1,1,2,0,1,2,1,2,0,1,2,0,2,0,1,1,2,1,2,2,0,0,2,1,0,0
336,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,1,2,1,2,0,0,1,1,1,0,2,2,2,2,1,2,2,2,1,0,0,2,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,1,0,2,1,1,2,0,1,2,2,1,0
337,0,1,1,3,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,3,3,5,6,5,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,2,1,0,0,0,2,2,2,0,2,2,1,1,2,0,2,2,0,2,2,0,1,1,1,2,2,1,2,2
338,0,0,2,0,0,3,3,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,4,0,5,0,0,2,1,2,2,0,1,2,1,2,2,1,0,2,1,2,2,2,0,2,2,0,0,2,0,2,0,0,0,2,1,1,1,2,0,2,0,0,1,1,0,2,0,1,1,0,2,2,1,2,0,1,0
339,0,0,2,0,3,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,0,2,2,3,5,0,0,2,0,0,0,2,0,1,1,2,2,1,1,1,2,1,1,2,0,0,2,2,0,1,1,0,1,1,2,2,2,2,2,2,1,2,1,0,1,0,0,0,2,0,2,1,1,0,0,1,2,1,2
340,0,0,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,1,0,4,1,2,0,1,0,1,2,2,1,0,2,1,2,1,2,0,2,2,1,0,2,2,1,0,2,2,0,0,2,2,2,2,0,0,0,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,0
341,0,0,0,2,3,5,0,5,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,2,2,3,0,4,0,2,1,1,2,2,2,2,2,0,0,0,2,2,2,1,1,2,0,0,1,1,0,2,1,1,0,2,0,0,0,1,0,2,1,2,0,0,0,1,1,1,0,1,1,1,1,1,0,2,2,0,0
342,0,1,1,3,1,4,4,3,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,3,3,5,6,5,1,0,0,2,1,2,1,2,1,2,1,1,1,1,2,1,0,0,0,1,0,0,2,1,1,2,1,2,0,2,2,1,2,2,2,0,2,0,0,0,2,1,2,0,1,0,1,1,1,1,2,1,0
343,0,0,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,1,0,4,1,2,0,1,2,2,2,1,2,0,0,1,2,0,1,0,0,1,0,2,0,0,1,0,2,1,2,0,1,1,1,2,1,0,1,2,0,2,0,1,2,1,2,2,0,0,0,2,1,0,0,1,1,0,0
344,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,0,1,2,1,2,2,0,2,0,1,1,2,0,1,0,0,0,0,1,2,1,1,0,1,0,1,2,0,0,0,2,1,0,1,2,2,1,0,2,1,1,0,1,1,2,0,0,0,0,2,1
345,0,0,0,2,3,5,0,5,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,0,2,2,3,0,4,0,2,2,1,1,0,1,2,0,2,1,1,0,1,0,1,1,0,0,1,0,2,0,0,0,0,1,2,1,2,0,1,0,1,0,0,1,2,2,0,2,0,1,2,2,0,0,0,0,2,0,2,0
346,0,0,2,0,0,3,3,4,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,0,4,0,5,6,0,2,2,2,0,0,2,0,2,2,0,0,2,2,2,1,1,0,0,0,2,2,1,1,2,0,0,0,2,2,1,0,0,1,0,1,0,2,0,0,0,1,2,1,1,0,2,2,1,0,2,2,0
347,0,0,2,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,0,2,4,0,5,0,0,2,0,0,0,0,2,2,2,0,1,2,0,2,1,2,2,2,0,1,1,2,1,0,1,1,0,0,2,0,1,0,0,1,1,2,1,0,1,0,0,1,1,2,0,1,1,0,1,0,2,0,0
348,0,0,2,0,3,5,0,5,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,2,2,3,0,4,0,2,0,1,0,2,0,0,1,2,0,0,0,2,2,2,1,0,2,1,2,0,0,0,1,1,1,1,1,2,0,0,0,2,2,0,1,1,2,2,1,0,0,0,2,0,2,1,1,2,2,1,1
349,0,0,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,2,1,0,4,1,2,0,1,2,2,0,0,1,2,2,2,1,0,1,2,0,0,0,2,0,2,1,1,1,0,0,0,0,2,2,2,0,1,2,0,2,1,1,0,2,1,0,0,1,1,1,2,2,2,1,0,2,2,2
350,0,1,1,3,1,4,4,3,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,1,3,3,5,6,5,1,0,1,0,2,1,0,1,1,2,1,0,2,2,2,2,1,1,0,0,2,1,1,1,0,0,0,2,2,1,1,1,2,0,0,2,2,1,2,2,1,2,2,2,1,0,0,1,2,2,2,0,0
351,0,0,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,1,0,4,3,2,0,1,0,1,1,2,2,1,1,0,2,2,0,1,2,0,0,1,2,2,1,0,1,0,0,2,0,2,1,1,0,0,1,1,1,0,1,2,1,2,2,0,2,2,1,0,1,1,0,0,1,0,0
352,0,0,0,2,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,2,1,0,1,3,7,0,1,0,2,2,0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,0,1,2,0,0,0,1,0,2,1,0,0,2,2,0,2,0,1,2,1,0,1,2,0,1,0,1,0,2
353,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,2,1,2,0,2,0,2,0,2,0,0,2,1,1,1,1,0,1,0,2,1,1,1,2,2,1,2,2,2,0,2,1,2,2,1,2,2,1,2,1,0,2,1,2,1,2,0,2,1,1,0
354,0,0,2,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,0,2,4,0,5,0,0,2,2,0,2,1,2,2,2,2,0,2,2,2,0,0,2,1,1,2,2,2,2,2,0,1,2,0,2,0,0,0,1,0,0,2,2,1,2,2,0,1,0,0,0,0,2,0,0,2,2,2,1
355,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,1,0,1,2,2,3,1,0,2,2,1,0,0,0,2,1,0,2,2,2,1,2,2,2,0,0,2,2,0,2,1,2,1,0,0,1,2,1,2,1,0,0,2,1,0,0,2,2,1,2,2,2,1,2,1,1,2,0,0
356,0,1,1,3,1,4,4,3,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,1,3,3,5,4,1,1,0,0,1,1,1,1,1,1,2,2,0,2,1,2,0,0,2,2,1,2,1,0,2,1,2,1,2,0,1,1,2,0,0,1,0,2,1,1,2,1,2,0,2,2,1,0,2,1,0,1,0,0
357,0,0,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,2,1,0,4,1,2,0,1,1,0,2,2,1,0,1,2,2,1,0,1,2,1,1,1,2,0,2,2,2,0,0,0,1,1,1,1,2,0,1,0,1,0,1,1,0,2,2,0,1,0,2,1,2,1,0,1,1,0,0
